"year","month","u10","v10","mx2t","mn2t","tcc","t2","msl","t","q","u","v","z","SPI","grid_ID"
1979,1,0.0340954293031245,1.95008765032981,304.609997558594,290.829082234701,0.185383673322697,297.235092163086,101173.056510417,291.241340128581,0.0069868671009317,-2.68415015650292,-1.49708526531855,772.410973103841,1.02742669060778,467
1979,10,1.53797478541251,0.490752400409791,293.456289968183,283.017620455834,0.458903313002309,288.26942296182,101505.701360887,284.178425450479,0.00542916800646532,-1.37795676435194,-3.24938262805283,1010.3358972611,0.911548918563237,467
1979,11,0.933674621582031,0.887729016939799,297.85473836263,286.087525431315,0.542828009029229,291.80673828125,101394.611979167,287.065558878581,0.00576736889779567,-2.15423869887988,-2.60775865633041,963.39035580953,2.12478028647747,467
1979,12,1.57239563186322,1.61055407601018,300.746209913684,287.723449707031,0.469631205162694,293.732702439831,101364.118195565,288.11078077747,0.00597328519178254,-1.21694072888743,-2.24125348271862,908.151949113415,-0.288482465340256,467
1979,2,0.0326848590879568,1.69738918702517,301.223769051688,289.967738560268,0.400046773115589,295.564020429339,101470.958984375,290.537415640695,0.00739888344625277,-2.84586905741266,-0.974183270707726,1074.09033966064,1.30128182017746,467
1979,3,0.613034368642876,1.93365514254378,298.779707385648,286.884821737966,0.313933717928106,292.661432081653,101523.599546371,287.997009277344,0.00653758143345194,-2.17301723841698,-0.61941120797588,1092.47364364132,-0.402841671778336,467
1979,4,0.809771286447843,0.237819742163022,293.402465820312,283.807608032227,0.498403838245819,288.718611653646,101758.870833333,285.565219116211,0.0052208255821218,-2.15139809623361,-2.22739985187848,1252.00341567993,0.239086014984367,467
1979,5,0.271059568851225,0.199170003014226,289.570605862525,281.487955401021,0.562303259367904,285.53559530935,102213.572580645,283.219570036857,0.00524784336918063,-2.55444540708296,-2.32104775549904,1626.1590320218,1.54360196170156,467
1979,6,0.820790096372366,-1.37116774817308,289.10973815918,280.608420817057,0.492722456653913,284.698323567708,102114.253385417,282.597918701172,0.00564209393536051,-0.609251673643788,-4.78830637534459,1579.88207600911,-1.24600941112473,467
1979,7,1.55437000734251,-1.51388282821544,288.095085882371,279.328077746976,0.471929531304106,283.704780824723,102171.27016129,281.514422016759,0.00469099368990188,0.116631708077846,-5.47900328508789,1583.24031805223,-1.04591307739196,467
1979,8,1.82930376711151,-0.290113300986348,288.03909203314,279.707764656313,0.531497206418745,284.041951825542,101812.220514113,281.646396760018,0.00472514936700463,0.0532077423507167,-3.47928658608467,1265.55597022272,0.810395396948126,467
1979,9,1.15192485377192,-1.01760115524133,290.815605672201,282.639292399089,0.651175194978714,286.888617960612,101578.565625,283.719908650716,0.00510340144392103,-1.84759608954191,-4.84277281562487,1062.45906982422,1.59015661314533,467
1980,1,1.37766995353083,2.79971418433612,299.930183656754,287.48786187941,0.327778488592406,293.33497078188,101146.500504032,288.038297591671,0.00576889819856132,-1.06106266571629,-0.0802284619740902,772.340486464962,-1.23818916372203,467
1980,10,1.04684621071623,0.0454051605155391,294.332734138735,283.669921875,0.452458074556724,289.141505087576,101458.343497984,284.863943776777,0.00489553233097878,-1.8634853862947,-3.27713095414783,938.361000061035,1.33782262777678,467
1980,11,0.860521052281062,1.0520081118991,299.619774373372,286.915681966146,0.474081264560421,293.031157430013,101393.780989583,288.105727132161,0.00509903122826168,-2.33429739673932,-2.41626070390145,963.007642618815,-0.876265909166746,467
1980,12,1.04679566207192,1.49347315872869,301.804897185295,288.487228885774,0.379923554137349,294.995922457787,101257.559475806,289.644091206212,0.00523395683135717,-1.63620538691119,-1.66200330565053,858.532358907884,-0.17945442355581,467
1980,2,0.622403631950247,2.23816213332887,301.354926799906,288.252884437298,0.409388964224992,294.322840197333,101336.91487069,288.924984635978,0.00580999547422959,-2.05312673079556,-0.714819669723511,920.724902448983,-1.33726001258987,467
1980,3,0.441156871076072,1.95265919883405,298.901066933909,286.364345427482,0.297016992398928,292.124479232296,101727.179939516,287.38572742093,0.00593927473340543,-2.02645985013054,-0.511519408514423,1253.63264219223,-1.15744442463554,467
1980,4,-0.115171570827564,-0.575749376788735,296.785974121094,286.244931030273,0.453961043680708,291.207021077474,101842.982552083,287.915818277995,0.00658085014050205,-3.28659047459563,-4.18740149835746,1331.4829188029,1.46990624970807,467
